Synonym,Chembl ID
sj000236197,CHEMBL582496
gnf-pf-3394,CHEMBL582497
gnf-pf-3395,CHEMBL582087
gnf-pf-3396,CHEMBL582088
gnf-pf-3397,CHEMBL600920
gnf-pf-3398,CHEMBL582294
gnf-pf-3399,CHEMBL600955
gnf-pf-3401,CHEMBL602208
gnf-pf-3402,CHEMBL582090
gnf-pf-3403,CHEMBL602209
gnf-pf-3404,CHEMBL581466
gnf-pf-3405,CHEMBL581467
gnf-pf-4921,CHEMBL581467
gnf-pf-3406,CHEMBL581673
gnf-pf-3407,CHEMBL602990
gnf-pf-3408,CHEMBL581036
gnf-pf-3409,CHEMBL581037
gnf-pf-3411,CHEMBL593726
gnf-pf-3413,CHEMBL602421
gnf-pf-3414,CHEMBL600925
gnf-pf-3415,CHEMBL582721
gnf-pf-3416,CHEMBL579550
sj000112354,CHEMBL579550
gnf-pf-3417,CHEMBL602179
mmv665924,CHEMBL602179
gnf-pf-3418,CHEMBL582099
gnf-pf-3419,CHEMBL582100
gnf-pf-3420,CHEMBL602615
gnf-pf-3421,CHEMBL602411
gnf-pf-3423,CHEMBL581685
gnf-pf-3425,CHEMBL600540
gnf-pf-3426,CHEMBL580152
gnf-pf-3429,CHEMBL581856
gnf-pf-3430,CHEMBL537118
gnf-pf-3431,CHEMBL582060
gnf-pf-3432,CHEMBL582061
gnf-pf-3433,CHEMBL582273
gnf-pf-3434,CHEMBL600547
gnf-pf-3436,CHEMBL582274
gnf-pf-3437,CHEMBL600548
gnf-pf-3438,CHEMBL582276
gnf-pf-3439,CHEMBL601561
gnf-pf-3440,CHEMBL582277
gnf-pf-3441,CHEMBL582484
gnf-pf-3442,CHEMBL602619
gnf-pf-3443,CHEMBL582695
gnf-pf-3444,CHEMBL582696
gnf-pf-3445,CHEMBL582697
gnf-pf-3446,CHEMBL582486
mmv665917,CHEMBL582486
gnf-pf-3449,CHEMBL605394
gnf-pf-3450,CHEMBL600109
gnf-pf-3451,CHEMBL602620
gnf-pf-3452,CHEMBL582701
gnf-pf-3453,CHEMBL582702
gnf-pf-3454,CHEMBL602212
gnf-pf-3456,CHEMBL582704
gnf-pf-3457,CHEMBL601772
gnf-pf-3458,CHEMBL582705
gnf-pf-3459,CHEMBL582706
gnf-pf-3460,CHEMBL602819
gnf-pf-3461,CHEMBL582707
dihydroergocristine,CHEMBL601773
gnf-pf-3462,CHEMBL601773
gnf-pf-3463,CHEMBL582708
gnf-pf-3464,CHEMBL602213
gnf-pf-3465,CHEMBL604979
gnf-pf-3466,CHEMBL582296
gnf-pf-3467,CHEMBL601774
sj000007456,CHEMBL589921
sj000114961,CHEMBL590168
sj000156290,CHEMBL590169
sj000284442,CHEMBL590170
sj000170376,CHEMBL589195
sj000101309,CHEMBL589196
sj000048681,CHEMBL600569
sj000177558,CHEMBL589197
sj000290656,CHEMBL592080
sj000113957,CHEMBL592081
sj000035891,CHEMBL602134
mmv665948,CHEMBL591147
sj000159330,CHEMBL591147
sj000238680,CHEMBL591380
sj000224199,CHEMBL590425
sj000257540,CHEMBL602121
sj000113999,CHEMBL590426
sj000117462,CHEMBL590427
sj000093676,CHEMBL589448
sj000033127,CHEMBL600582
sj000178998,CHEMBL589182
sj000118470,CHEMBL589449
sj000026310,CHEMBL592575
sj000030334,CHEMBL592576
sj000176343,CHEMBL605911
sj000132016,CHEMBL592811
sj000120498,CHEMBL592812
sj000259259,CHEMBL591863
sj000069805,CHEMBL592094
sj000303521,CHEMBL589183
sj000257538,CHEMBL590920
sj000257545,CHEMBL591158
sj000304002,CHEMBL602334
sj000113413,CHEMBL589707
sj000257552,CHEMBL600434
sj000034089,CHEMBL589944
sj000238715,CHEMBL600037
sj000015782,CHEMBL592822
sj000257580,CHEMBL592823
sj000284332,CHEMBL592824
sj000204574,CHEMBL589184
sj000040215,CHEMBL601950
sj000220048,CHEMBL603953
sj000238681,CHEMBL602543
sj000137730,CHEMBL591170
sj000057453,CHEMBL591407
sj000004606,CHEMBL591408
sj000307056,CHEMBL589955
sj000238978,CHEMBL600234
sj000176521,CHEMBL589956
sj000035859,CHEMBL590205
sj000033143,CHEMBL591838
sj000113644,CHEMBL589168
sj000241457,CHEMBL592069
sj000044423,CHEMBL592070
sj000242662,CHEMBL601102
sj000187203,CHEMBL590895
sj000025108,CHEMBL602735
sj000045731,CHEMBL590896
sj000091718,CHEMBL591133
sj000025081,CHEMBL602521
sj000042454,CHEMBL590415
sj000032149,CHEMBL600778
sj000025101,CHEMBL589436
sj000038572,CHEMBL600373
sj000180981,CHEMBL592082
sj000101280,CHEMBL604865
sj000027291,CHEMBL592083
sj000030568,CHEMBL592322
sj000012732,CHEMBL591381
sj000170864,CHEMBL589420
sj000278953,CHEMBL591382
sj000063642,CHEMBL600471
sj000218269,CHEMBL590663
sj000123022,CHEMBL601284
sj000100737,CHEMBL606455
sj000119988,CHEMBL589694
sj000269240,CHEMBL589695
sj000115041,CHEMBL589319
sj000237103,CHEMBL600229
sj000072340,CHEMBL592813
sj000055540,CHEMBL607251
sj000059508,CHEMBL589210
sj000045018,CHEMBL589211
sj000163739,CHEMBL605073
sj000040549,CHEMBL589421
sj000236004,CHEMBL592095
sj000154494,CHEMBL592096
sj000053243,CHEMBL591159
sj000116663,CHEMBL591160
mmv000356,CHEMBL591395
sj000032458,CHEMBL591395
sj000180618,CHEMBL589945
mmv001049,CHEMBL589946
sj000210583,CHEMBL589946
sj000300070,CHEMBL589947
sj000238607,CHEMBL590195
sj000222764,CHEMBL605288
sj000116082,CHEMBL589221
sj000257571,CHEMBL601401
sj000215278,CHEMBL599972
methylrosaniline,CHEMBL592105
mmv665941,CHEMBL592105
sj000140980,CHEMBL592105
sj000296069,CHEMBL605278
sj000019194,CHEMBL592106
sj000091716,CHEMBL592107
sj000155495,CHEMBL592348
sj000038254,CHEMBL600882
sj000014016,CHEMBL591409
mmv000620,CHEMBL591641
sj000093125,CHEMBL591641
sj000257546,CHEMBL591642
mmv000699,CHEMBL589422
sj000111340,CHEMBL589422
sj000007636,CHEMBL590206
sj000213898,CHEMBL589423
sj000171447,CHEMBL592071
sj000030569,CHEMBL603742
sj000027784,CHEMBL606233
sj000154466,CHEMBL591134
sj000217479,CHEMBL601725
sj000036432,CHEMBL591135
sj000043489,CHEMBL591368
sj000214561,CHEMBL590416
sj000091016,CHEMBL601710
sj000230122,CHEMBL590417
sj000272076,CHEMBL590651
sj000257539,CHEMBL589437
sj000170214,CHEMBL599973
sj000037199,CHEMBL589438
sj000157779,CHEMBL589683
sj000047406,CHEMBL592323
sj000257582,CHEMBL592324
sj000120081,CHEMBL606532
sj000044510,CHEMBL592564
sj000257543,CHEMBL591616
sj000035852,CHEMBL602145
sj000113590,CHEMBL591617
sj000211520,CHEMBL602909
sj000032152,CHEMBL590665
sj000290256,CHEMBL590666
sj000181757,CHEMBL590908
sj000238142,CHEMBL590909
sj000019548,CHEMBL589696
sj000058307,CHEMBL589934
sj000225624,CHEMBL589935
sj000065475,CHEMBL603126
sj000134432,CHEMBL601399
sj000194935,CHEMBL589668
sj000297634,CHEMBL589212
sj000119994,CHEMBL589450
mmv665913,CHEMBL592338
sj000262541,CHEMBL592338
sj000259201,CHEMBL605280
sj000259243,CHEMBL592339
sj000261951,CHEMBL592340
sj000013062,CHEMBL591396
sj000158380,CHEMBL600677
sj000258054,CHEMBL591629
sj000154440,CHEMBL590196
sj000065627,CHEMBL603131
sj000130781,CHEMBL590197
dndi1417833,CHEMBL589669
sj000112158,CHEMBL589669
sj000301271,CHEMBL589222
sj000027777,CHEMBL589223
sj000101182,CHEMBL605494
sj000025083,CHEMBL592349
sj000013820,CHEMBL592350
sj000137675,CHEMBL605621
sj000189167,CHEMBL591643
sj000045733,CHEMBL602551
sj000018483,CHEMBL601951
sj000019400,CHEMBL591875
sj000089115,CHEMBL590207
sj000133784,CHEMBL589670
sj000242115,CHEMBL600044
sj000257533,CHEMBL592310
sj000025102,CHEMBL592311
sj000101290,CHEMBL606530
sj000033151,CHEMBL602910
sj000196791,CHEMBL600070
sj000196130,CHEMBL591369
sj000114741,CHEMBL591370
sj000259241,CHEMBL600863
sj000042039,CHEMBL590652
sj000289800,CHEMBL590653
mmv665944,CHEMBL600030
sj000147325,CHEMBL600030
sj000033119,CHEMBL589684
sj000266485,CHEMBL589685
sj000260246,CHEMBL600031
sj000101292,CHEMBL592565
sj000041772,CHEMBL605712
sj000291864,CHEMBL592566
sj000152848,CHEMBL592799
sj000089001,CHEMBL591618
sj000098634,CHEMBL591851
sj000007708,CHEMBL601312
mmv665954,CHEMBL602940
sj000310535,CHEMBL602940
sj000220245,CHEMBL590910
sj000179738,CHEMBL589671
sj000033254,CHEMBL591148
sj000117334,CHEMBL589936
mmv000648,CHEMBL590182
sj000101251,CHEMBL590182
sj000112593,CHEMBL590183
sj000032081,CHEMBL590184
sj000086398,CHEMBL589451
sj000111881,CHEMBL600782
sj000040224,CHEMBL589452
sj000144869,CHEMBL592341
sj000260256,CHEMBL605912
sj000167432,CHEMBL589909
sj000259188,CHEMBL592578
sj000002502,CHEMBL591630
sj000121029,CHEMBL591631
sj000009341,CHEMBL591511
sj000134246,CHEMBL590438
sj000219267,CHEMBL590439
sj000059536,CHEMBL602319
sj000091711,CHEMBL589460
sj000092585,CHEMBL600983
sj000187805,CHEMBL589461
sj000259211,CHEMBL589462
sj000294434,CHEMBL602516
sj000262869,CHEMBL592590
sj000027250,CHEMBL592591
sj000180091,CHEMBL592592
sj000032154,CHEMBL591876
sj000124275,CHEMBL602150
sj000272237,CHEMBL591877
sj000232805,CHEMBL592108
sj000114339,CHEMBL590449
sj000259233,CHEMBL590450
sj000159352,CHEMBL589910
sj000172741,CHEMBL602527
sj000031061,CHEMBL592312
sj000092949,CHEMBL592553
sj000034331,CHEMBL592554
sj000051141,CHEMBL600071
sj000065690,CHEMBL591605
sj000101212,CHEMBL591606
sj000244682,CHEMBL589911
sj000164513,CHEMBL600864
sj000181866,CHEMBL590898
sj000128935,CHEMBL590899
mmv665812,CHEMBL589922
sj000209165,CHEMBL589922
sj000096823,CHEMBL589923
sj000071821,CHEMBL589924
sj000310675,CHEMBL592800
sj000237246,CHEMBL607189
sj000059266,CHEMBL592801
sj000024872,CHEMBL589199
sj000065477,CHEMBL591852
sj000126715,CHEMBL591853
sj000065611,CHEMBL601313
sj000201681,CHEMBL602135
sj000241767,CHEMBL591149
sj000065602,CHEMBL602712
sj000133593,CHEMBL602921
sj000032725,CHEMBL590428
sj000101316,CHEMBL602122
sj000025107,CHEMBL589698
sj000172775,CHEMBL589699
sj000175161,CHEMBL600432
sj000071419,CHEMBL592579
sj000142213,CHEMBL606122
sj000247142,CHEMBL592815
sj000053109,CHEMBL605286
sj000032505,CHEMBL591632
sj000171607,CHEMBL601741
sj000029700,CHEMBL591864
sj000089548,CHEMBL600265
sj000021275,CHEMBL590440
sj000050924,CHEMBL590678
sj000244898,CHEMBL601498
mmv666075,CHEMBL590680
sj000001128,CHEMBL590680
sj000147136,CHEMBL600984
sj000260258,CHEMBL608859
sj000201156,CHEMBL589709
sj000121691,CHEMBL600639
sj000025087,CHEMBL592826
sj000241483,CHEMBL592827
sj000193360,CHEMBL607253
sj000054243,CHEMBL602311
sj000127662,CHEMBL605279
sj000265001,CHEMBL592109
sj000221960,CHEMBL592110
sj000260155,CHEMBL605499
sj000214991,CHEMBL592555
sj000183616,CHEMBL590157
sj000195098,CHEMBL601944
sj000025078,CHEMBL591607
sj000101213,CHEMBL591840
sj000248685,CHEMBL591841
sj000201287,CHEMBL590900
sj000279527,CHEMBL602736
sj000113972,CHEMBL591137
sj000260198,CHEMBL601726
sj000025100,CHEMBL602917
sj000092957,CHEMBL590171
sj000272128,CHEMBL590172
sj000007550,CHEMBL602522
sj000298670,CHEMBL600978
sj000065460,CHEMBL589200
sj000065684,CHEMBL589201
sj000007537,CHEMBL590158
sj000035881,CHEMBL592084
sj000038627,CHEMBL592085
sj000045355,CHEMBL604866
sj000305300,CHEMBL592086
sj000280061,CHEMBL591150
sj000225628,CHEMBL602136
sj000032456,CHEMBL591384
sj000096317,CHEMBL590429
sj000114863,CHEMBL590430
sj000206387,CHEMBL590667
sj000157739,CHEMBL590668
sj000101246,CHEMBL589937
sj000007459,CHEMBL589938
mmv665961,CHEMBL602312
sj000025534,CHEMBL602312
sj000258138,CHEMBL600035
sj000066458,CHEMBL605287
sj000120448,CHEMBL592818
sj000240363,CHEMBL591865
sj000052450,CHEMBL591866
sj000260226,CHEMBL601742
sj000259257,CHEMBL592097
sj000114950,CHEMBL606456
sj000284488,CHEMBL590681
sj000021849,CHEMBL590922
mmv001344,CHEMBL590159
sj000298272,CHEMBL590159
sj000040829,CHEMBL589711
sj000043205,CHEMBL589712
sj000025095,CHEMBL589948
sj000305336,CHEMBL589949
sj000187424,CHEMBL592828
mmv000972,CHEMBL589224
sj000175059,CHEMBL589224
sj000218157,CHEMBL589225
sj000028747,CHEMBL592111
sj000289328,CHEMBL592351
sj000007630,CHEMBL603115
sj000198595,CHEMBL589673
dndi1417445,CHEMBL589674
sj000124961,CHEMBL589674
sj000123502,CHEMBL603116
sj000113372,CHEMBL589912
sj000147378,CHEMBL592788
sj000284784,CHEMBL592789
sj000258096,CHEMBL592790
sj000196127,CHEMBL605084
sj000035864,CHEMBL601103
sj000120441,CHEMBL590160
sj000195033,CHEMBL591842
sj000032506,CHEMBL592072
sj000002503,CHEMBL592073
sj000218369,CHEMBL591138
sj000043124,CHEMBL591139
sj000128955,CHEMBL601932
sj000258830,CHEMBL591372
sj000169673,CHEMBL590173
sj000108764,CHEMBL590419
sj000128616,CHEMBL590403
sj000116061,CHEMBL601917
sj000077951,CHEMBL600979
sj000110727,CHEMBL589439
mmv000839,CHEMBL600374
sj000128054,CHEMBL600374
sj000035844,CHEMBL589440
sj000294177,CHEMBL589441
sj000001186,CHEMBL592326
sj000069793,CHEMBL604869
sj000083669,CHEMBL592327
sj000001119,CHEMBL592328
sj000191453,CHEMBL604870
sj000269232,CHEMBL591385
sj000240115,CHEMBL591386
sj000025104,CHEMBL600472
sj000035207,CHEMBL601285
sj000175897,CHEMBL590669
sj000250390,CHEMBL601286
sj000150654,CHEMBL590911
sj000171554,CHEMBL589939
sj000292689,CHEMBL602954
sj000147784,CHEMBL590186
sj000070872,CHEMBL590187
sj000276790,CHEMBL602922
sj000029704,CHEMBL605190
sj000035894,CHEMBL589213
sj000246818,CHEMBL589214
sj000177736,CHEMBL589215
sj000045737,CHEMBL592098
sj000289640,CHEMBL592099
sj000115505,CHEMBL605074
sj000172281,CHEMBL590404
sj000276799,CHEMBL600060
sj000067440,CHEMBL590923
sj000256990,CHEMBL589950
sj000111256,CHEMBL590198
dndi1417782,CHEMBL590199
sj000030570,CHEMBL590199
sj000283291,CHEMBL603132
sj000191886,CHEMBL601616
sj000294785,CHEMBL589226
sj000044974,CHEMBL601617
sj000230439,CHEMBL589464
sj000284464,CHEMBL592352
sj000192890,CHEMBL601490
sj000267612,CHEMBL589913
sj000162351,CHEMBL590405
sj000113274,CHEMBL602713
sj000305538,CHEMBL589914
sj000131516,CHEMBL589189
sj000092586,CHEMBL589190
sj000218773,CHEMBL600776
sj000241722,CHEMBL607080
sj000222144,CHEMBL592074
sj000117445,CHEMBL592075
sj000028420,CHEMBL590406
sj000120515,CHEMBL592314
sj000259250,CHEMBL600264
sj000092589,CHEMBL591373
sj000038007,CHEMBL591374
sj000237087,CHEMBL591608
sj000242569,CHEMBL590420
sj000188380,CHEMBL590421
sj000038010,CHEMBL590655
sj000034091,CHEMBL600580
sj000065334,CHEMBL589687
sj000027630,CHEMBL601491
sj000184195,CHEMBL592567
sj000222212,CHEMBL592568
sj000116637,CHEMBL592569
sj000217492,CHEMBL605713
sj000257541,CHEMBL591620
sj000300760,CHEMBL602146
sj000040835,CHEMBL591621
sj000296105,CHEMBL590912
sj000216025,CHEMBL600661
sj000077566,CHEMBL603153
sj000044512,CHEMBL590913
sj000058956,CHEMBL590188
sj000038711,CHEMBL590189
sj000019840,CHEMBL590431
sj000173161,CHEMBL589453
sj000238712,CHEMBL589454
sj000257617,CHEMBL600783
sj000113138,CHEMBL592342
sj000203124,CHEMBL590639
sj000258051,CHEMBL600061
sj000039649,CHEMBL590924
sj000268323,CHEMBL591161
sj000045729,CHEMBL602335
sj000274636,CHEMBL590200
sj000118778,CHEMBL590442
sj000054917,CHEMBL600985
sj000079567,CHEMBL590640
sj000043894,CHEMBL589465
sj000250407,CHEMBL589466
sj000150782,CHEMBL605495
sj000007243,CHEMBL592353
sj000294818,CHEMBL605496
sj000210857,CHEMBL590161
sj000113135,CHEMBL590162
sj000023778,CHEMBL589191
sj000225626,CHEMBL589428
sj000194510,CHEMBL590641
sj000025097,CHEMBL589429
sj000038625,CHEMBL592315
sj000024933,CHEMBL604667
sj000071837,CHEMBL601945
sj000038527,CHEMBL591609
sj000191321,CHEMBL591610
sj000275632,CHEMBL591611
sj000101183,CHEMBL590656
sj000269312,CHEMBL590657
sj000072866,CHEMBL601070
sj000001906,CHEMBL590902
sj000112733,CHEMBL589688
sj000012735,CHEMBL589689
sj000149318,CHEMBL600662
sj000241716,CHEMBL600227
sj000257583,CHEMBL592803
sj000280435,CHEMBL592804
sj000234141,CHEMBL592805
sj000038449,CHEMBL591622
sj000112346,CHEMBL591855
sj000175210,CHEMBL591856
sj000220344,CHEMBL601525
sj000006741,CHEMBL604369
sj000059270,CHEMBL591152
sj000289808,CHEMBL591153
sj000114964,CHEMBL591154
sj000234176,CHEMBL590432
sj000090902,CHEMBL602317
sj000056414,CHEMBL590642
sj000021890,CHEMBL589455
sj000128611,CHEMBL589701
sj000220113,CHEMBL589702
mmv000662,CHEMBL605281
sj000101287,CHEMBL605281
sj000137494,CHEMBL592343
sj000007448,CHEMBL591162
sj000244625,CHEMBL591163
sj000101313,CHEMBL602541
sj000038707,CHEMBL591399
sj000245539,CHEMBL590443
sj000267997,CHEMBL602525
sj000262389,CHEMBL602536
sj000302088,CHEMBL590444
sj000151610,CHEMBL601197
sj000068633,CHEMBL589713
sj000244628,CHEMBL592593
sj000260194,CHEMBL590163
sj000247935,CHEMBL602313
sj000302699,CHEMBL590407
sj000247817,CHEMBL590408
sj000115357,CHEMBL589430
sj000296213,CHEMBL590887
sj000244621,CHEMBL600175
sj000217050,CHEMBL589675
sj000001516,CHEMBL592316
sj000117927,CHEMBL592556
sj000292265,CHEMBL592557
sj000029259,CHEMBL592558
sj000114956,CHEMBL591844
sj000260278,CHEMBL591845
sj000257114,CHEMBL601104
sj000117920,CHEMBL590903
sj000107179,CHEMBL602938
mmv665820,CHEMBL590888
sj000290852,CHEMBL590888
sj000188451,CHEMBL589926
mmv665813,CHEMBL603945
sj000279506,CHEMBL603945
sj000259199,CHEMBL603124
sj000040832,CHEMBL589928
sj000289442,CHEMBL589929
sj000240650,CHEMBL607190
sj000007420,CHEMBL600980
sj000087554,CHEMBL589203
sj000112772,CHEMBL589204
sj000201376,CHEMBL590889
sj000117900,CHEMBL591857
sj000216280,CHEMBL592087
sj000298627,CHEMBL592088
sj000112549,CHEMBL591388
sj000071827,CHEMBL591389
sj000175488,CHEMBL600473
sj000089869,CHEMBL590433
sj000168197,CHEMBL590670
sj000090903,CHEMBL590671
sj000257095,CHEMBL601496
sj000300641,CHEMBL600433
sj000022573,CHEMBL602537
sj000297147,CHEMBL589703
sj000289972,CHEMBL589940
mmv000653,CHEMBL592344
sj000101277,CHEMBL592344
sj000171307,CHEMBL592582
sj000054838,CHEMBL592583
sj000063252,CHEMBL606123
sj000250326,CHEMBL591400
sj000238672,CHEMBL591401
sj000177813,CHEMBL600678
sj000284820,CHEMBL591633
sj000083325,CHEMBL590682
sj000100564,CHEMBL601713
mmv665969,CHEMBL590683
sj000128995,CHEMBL590683
sj000195456,CHEMBL590684
sj000013622,CHEMBL590685
sj000170201,CHEMBL589714
sj000044545,CHEMBL600640
sj000012773,CHEMBL589715
sj000005695,CHEMBL606340
sj000184421,CHEMBL592594
sj000142235,CHEMBL592595
sj000112159,CHEMBL592596
mmv001241,CHEMBL601492
sj000260272,CHEMBL601492
sj000303730,CHEMBL590409
sj000032155,CHEMBL590643
sj000236358,CHEMBL589676
sj000092249,CHEMBL589677
sj000247245,CHEMBL603117
sj000117911,CHEMBL589915
sj000235578,CHEMBL605500
sj000147301,CHEMBL592559
sj000092933,CHEMBL592792
sj000278708,CHEMBL592793
sj000222628,CHEMBL591846
sj000027939,CHEMBL592076
sj000007623,CHEMBL591125
sj000158304,CHEMBL590904
sj000303974,CHEMBL591141
sj000280405,CHEMBL591142
sj000110900,CHEMBL604783
sj000213953,CHEMBL590174
sj000128325,CHEMBL602718
sj000177405,CHEMBL590176
mmv000483,CHEMBL589205
sj000053546,CHEMBL589205
sj000007610,CHEMBL592317
sj000140384,CHEMBL601191
sj000012832,CHEMBL589443
sj000262868,CHEMBL589444
sj000280064,CHEMBL604867
sj000030566,CHEMBL592089
sj000147376,CHEMBL592090
sj000300152,CHEMBL592330
sj000276817,CHEMBL605075
sj000067629,CHEMBL591390
mmv000604,CHEMBL591623
sj000092540,CHEMBL591623
sj000302056,CHEMBL591624
sj000250768,CHEMBL601507
sj000040837,CHEMBL590672
mmv000617,CHEMBL590914
sj000093004,CHEMBL590914
sj000234165,CHEMBL589941
sj000267606,CHEMBL600036
sj000119420,CHEMBL592584
sj000100732,CHEMBL592819
sj000272115,CHEMBL607252
sj000238601,CHEMBL591634
sj000031506,CHEMBL591635
sj000115987,CHEMBL602346
sj000180547,CHEMBL590926
sj000029642,CHEMBL591126
sj000018300,CHEMBL590927
sj000241480,CHEMBL590928
mmv666123,CHEMBL589951
sj000234604,CHEMBL589951
sj000065681,CHEMBL589952
sj000024942,CHEMBL600233
sj000137611,CHEMBL589953
sj000188478,CHEMBL592829
sj000299829,CHEMBL592830
sj000037481,CHEMBL592831
sj000198099,CHEMBL591127
sj000195487,CHEMBL590644
mmv665940,CHEMBL591128
sj000033445,CHEMBL591128
sj000092941,CHEMBL600663
sj000247056,CHEMBL590645
mmv142383,CHEMBL589916
sj000007534,CHEMBL589916
sj000044905,CHEMBL602714
sj000024490,CHEMBL601508
sj000038250,CHEMBL589917
sj000011490,CHEMBL607139
sj000267024,CHEMBL592794
sj000113101,CHEMBL589192
sj000093237,CHEMBL589193
sj000189154,CHEMBL604664
sj000101304,CHEMBL592077
sj000002504,CHEMBL592078
sj000047241,CHEMBL601933
sj000156327,CHEMBL591143
sj000031507,CHEMBL591360
sj000259070,CHEMBL601934
sj000242722,CHEMBL590177
sj000121255,CHEMBL590422
sj000260158,CHEMBL601918
sj000222660,CHEMBL590423
sj000113440,CHEMBL591247
sj000033131,CHEMBL589445
sj000233448,CHEMBL603164
sj000200620,CHEMBL600581
sj000137729,CHEMBL589691
sj000257536,CHEMBL592331
mmv000443,CHEMBL592332
sj000043134,CHEMBL592332
sj000250410,CHEMBL605076
sj000101294,CHEMBL602345
sj000141924,CHEMBL591625
sj000063251,CHEMBL603315
sj000061984,CHEMBL601526
sj000277131,CHEMBL590915
sj000239110,CHEMBL590916
sj000170251,CHEMBL603154
sj000119931,CHEMBL591155
sj000040554,CHEMBL589942
sj000183874,CHEMBL589943
sj000064988,CHEMBL590190
sj000201788,CHEMBL602923
sj000060330,CHEMBL590191
sj000032159,CHEMBL591361
sj000025632,CHEMBL592820
sj000049737,CHEMBL606461
sj000082949,CHEMBL591868
sj000296517,CHEMBL591869
mmv000621,CHEMBL601743
sj000093180,CHEMBL601743
sj000233382,CHEMBL591870
sj000066425,CHEMBL600255
sj000254953,CHEMBL591165
sj000037390,CHEMBL591166
sj000120079,CHEMBL602542
mmv000481,CHEMBL590201
sj000053346,CHEMBL590201
sj000189122,CHEMBL600042
sj000216863,CHEMBL590202
sj000065333,CHEMBL590203
mmv666110,CHEMBL607308
sj000217121,CHEMBL607308
sj000257574,CHEMBL589228
sj000147993,CHEMBL601618
sj000101258,CHEMBL591663
sj000090894,CHEMBL590891
sj000110541,CHEMBL590892
sj000137660,CHEMBL602734
sj000113875,CHEMBL590893
sj000113130,CHEMBL590165
sj000257532,CHEMBL590166
mmv665909,CHEMBL591362
sj000232807,CHEMBL591362
sj000065445,CHEMBL602520
sj000170429,CHEMBL600777
sj000161209,CHEMBL589194
sj000069504,CHEMBL589432
sj000057774,CHEMBL600372
sj000258533,CHEMBL607081
sj000035209,CHEMBL604868
sj000038489,CHEMBL591376
sj000047401,CHEMBL600266
sj000216269,CHEMBL591377
sj000196028,CHEMBL605822
dndi1417922,CHEMBL590424
sj000088996,CHEMBL590424
sj000089112,CHEMBL590659
sj000033125,CHEMBL589692
sj000067467,CHEMBL600228
sj000085250,CHEMBL589693
sj000087553,CHEMBL592571
sj000266006,CHEMBL605910
sj000117901,CHEMBL592572
sj000018309,CHEMBL591363
sj000236729,CHEMBL591858
sj000147053,CHEMBL591859
sj000057452,CHEMBL591156
sj000262877,CHEMBL602333
sj000137679,CHEMBL591157
sj000244627,CHEMBL591391
sj000243592,CHEMBL590192
sj000108787,CHEMBL603130
mmv665805,CHEMBL590435
sj000091710,CHEMBL590435
sj000019818,CHEMBL591597
sj000238706,CHEMBL592821
sj000025094,CHEMBL589217
sj000208211,CHEMBL589218
sj000202381,CHEMBL591598
sj000065167,CHEMBL592101
sj000185809,CHEMBL592102
sj000225627,CHEMBL592103
sj000267769,CHEMBL591167
sj000117924,CHEMBL591403
sj000117910,CHEMBL600881
sj000160630,CHEMBL591404
sj000220475,CHEMBL600043
sj000084247,CHEMBL590445
sj000035889,CHEMBL590446
sj000257579,CHEMBL590447
sj000120132,CHEMBL591506
sj000035882,CHEMBL589229
sj000257544,CHEMBL589230
sj000059925,CHEMBL591129
sj000134913,CHEMBL591130
sj000290330,CHEMBL601724
sj000220016,CHEMBL591131
sj000282325,CHEMBL590167
sj000214962,CHEMBL590411
sj000114916,CHEMBL590412
sj000281144,CHEMBL591599
sj000259791,CHEMBL589433
sj000043327,CHEMBL589434
sj000243248,CHEMBL589435
sj000114932,CHEMBL592318
sj000133448,CHEMBL592319
mmv665806,CHEMBL606531
sj000113184,CHEMBL606531
sj000024324,CHEMBL591378
sj000289023,CHEMBL591379
sj000061275,CHEMBL601736
sj000201398,CHEMBL591612
sj000021272,CHEMBL601071
sj000295151,CHEMBL590660
sj000168698,CHEMBL590661
sj000101238,CHEMBL603946
sj000050501,CHEMBL603125
sj000299185,CHEMBL589931
sj000193752,CHEMBL592573
sj000236454,CHEMBL592807
mmv000619,CHEMBL592808
sj000093077,CHEMBL592808
sj000195213,CHEMBL591600
sj000033132,CHEMBL591860
sj000113213,CHEMBL592091
sj000175577,CHEMBL605072
sj000059275,CHEMBL603952
sj000257547,CHEMBL591392
mmv665953,CHEMBL591393
sj000146666,CHEMBL591393
sj000260233,CHEMBL600676
sj000281068,CHEMBL605618
sj000272235,CHEMBL590436
sj000238699,CHEMBL602318
sj000257535,CHEMBL590437
sj000112452,CHEMBL589219
sj000072878,CHEMBL601400
sj000138765,CHEMBL605277
sj000079671,CHEMBL592345
sj000219792,CHEMBL592346
sj000245015,CHEMBL605282
sj000133113,CHEMBL591405
sj000111874,CHEMBL591406
mmv001246,CHEMBL591637
sj000262313,CHEMBL591637
sj000045740,CHEMBL591638
sj000290236,CHEMBL602526
mmv000498,CHEMBL590686
sj000059269,CHEMBL590686
sj000238614,CHEMBL590687
sj000222441,CHEMBL590688
sj000071829,CHEMBL591832
sj000037954,CHEMBL601198
sj000007704,CHEMBL589469
sj000156844,CHEMBL591364
sj000258257,CHEMBL591365
sj000025091,CHEMBL600069
sj000176911,CHEMBL591366
sj000113163,CHEMBL601709
sj000065651,CHEMBL590413
sj000091723,CHEMBL600891
sj000112537,CHEMBL608561
